GAME_INTRO_NOTIFY_KP_WARNING,이 게임은 북한이나 특정 기구를 찬양하거나 미화할 목적으로 제작한 것이 아닙니다.
ITEM_BIG_BEAUTIFUL_BUTTON,크고 아름다운 버튼
ITEM_TELEPHONE,전화기
SCRIPT_SENDING_ICBM,미국으로 대륙간 탄도미사일을 발사합니다...
GAME_INTRO_KP_1,국가 방위성이 국방과학원이 핵탄두를 성공적으로 개발했음을 보고했습네다.
GAME_INTRO_KP_2,국방 과학 부문의 과학자, 기술자, 노동계급의 불같은 헌신과 희생으로 완성했습네다.
GAME_INTRO_KP_2_1,국방 과학 부문의 과학자, 기술자, 노동계급의
GAME_INTRO_KP_2_2,국방 과학 부문의 과학자, 기술자, 노동계급의 불같은 헌신과 희생으로 완성했습네다.
GAME_INTRO_KP_3,혁명적인 기술로 미제까지 10분밖에 안걸립네다.
GAME_INTRO_KP_4,위대한 수령 동지를 위하여.
GAME_STARTING_KP_1,주체{0}년 ({1}년)
GAME_STARTING_KP_2,기술적인 사고가 발생했습네다.
GAME_STARTING_KP_3,핵탄두를 미제로 발사했습네다.
GAME_STARTING_KP_4,군수공업부에서는 대략 10분이 지나면 핵탄두가 워싱턴에 도착할 것이라고 합네다.
GAME_STARTING_KP_5,이 재앙을 막을 마지막 희망은...
GAME_STARTING_KP_6,백악관에 전화해 이 미사일을 격추하는 것 뿐입네다.
GAME_ENDING_BAD_1,미제가 핵공격을 받았습네다.
GAME_ENDING_BAD_2,미제가 보복 공격을 개시했습네다.
GAME_ENDING_BAD_3,미제와 전쟁이 발발했습네다.
GAME_ENDING_BAD_4,세상을 구하지 못했습니다.
GAME_ENDING_BAD_5,동무의 연락 속도가 느립네다.
GAME_ENDING_BAD_6,미제를 구하려면...
GAME_ENDING_BAD_7,다시 한번 버튼을 눌러주십시오.
GAME_ENDING_GOOD_1,핵탄두를 요격했습네다.
GAME_ENDING_GOOD_2,세계에 전쟁이 일어나지 않았습네다.
GAME_ENDING_GOOD_3,세계를 구원했습네다.
GAME_ENDING_GOOD_4,동무의 연락 속도는 혁명적입네다.
GAME_ENDING_GOOD_5,다시 연락하려면...
GAME_ENDING_GOOD_6,다시 한번 대륙간 탄도미사일을 발사해야겠습네다.
